epoch,startBlock,lockBlock,endBlock,lockPrice,closePrice,totalAmount,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,oracleCalled
20460,10123262,10123362,10123462,39121626704,39187149978,17833966948902464019,13808232003337687212,4025734945564776807,13808232003337687212,17298947940435390098,True
20461,10123365,10123465,10123565,39187149978,39426000000,19071275719558760739,17683136913954243083,1388138805604517656,17683136913954243083,18499137447971997916,True
20462,10123468,10123568,10123668,39426000000,39518106734,20019780938361529298,9055693439056429313,10964087499305099985,9055693439056429313,19419187510210683419,True
20463,10123571,10123671,10123771,39518106734,39597788592,27065672217695962957,19104495251350865259,7961176966345097698,19104495251350865259,26253702051165084068,True
20464,10123674,10123774,10123874,39597788592,39501000000,22418367263520284660,6802826333887420939,15615540929632863721,15615540929632863721,21745816245614676120,True
20465,10123777,10123877,10123977,39501000000,39681026538,17965869949751918096,13385015434298494352,4580854515453423744,13385015434298494352,17426893851259360553,True
20466,10123880,10123980,10124080,39681026538,39776030013,17770539845026959407,16366921470926140701,1403618374100818706,16366921470926140701,17237423649676150624,True
20467,10123983,10124083,10124183,39776030013,39763978651,18273747931361130526,5797388290399028023,12476359640962102503,12476359640962102503,17725535493420296610,True
20468,10124086,10124186,10124286,39763978651,39687703444,18517957484562200948,1949558063144244117,16568399421417956831,16568399421417956831,17962418760025334919,True
20469,10124190,10124290,10124390,39687703444,39801000000,31803560881524365053,29056514253622695724,2747046627901669329,29056514253622695724,30849454055078634101,True
20470,10124293,10124393,10124493,39801000000,39825141626,20185819334453210943,12974724080379328929,7211095254073882014,12974724080379328929,19580244754419614614,True
20471,10124396,10124496,10124596,39825141626,39834000000,12670110596281345606,5145418327839099849,7524692268442245757,5145418327839099849,12290007278392905237,True
20472,10124499,10124599,10124699,39834000000,39807715528,15308935968015486771,3675423676276731817,11633512291738754954,11633512291738754954,14849667888975022167,True
20473,10124602,10124702,10124802,39807715528,39642701498,9203245423401062603,2266957191508879539,6936288231892183064,6936288231892183064,8927148060699030724,True
20474,10124705,10124805,10124905,39642701498,39437018647,19240646783320908819,1563022875595415608,17677623907725493211,17677623907725493211,18663427379821281554,True
20475,10124809,10124909,10125009,39437018647,39524222813,19569854944261547790,16297796974591982955,3272057969669564835,16297796974591982955,18982759295933701356,True
20476,10124912,10125012,10125112,39524222813,39504958274,36845868399936197139,7107110877041242354,29738757522894954785,29738757522894954785,35740492347938111224,True
20477,10125015,10125115,10125215,39504958274,39599349440,17021976435616833836,15128199131616782694,1893777304000051142,15128199131616782694,16511317142548328820,True
20478,10125119,10125219,10125319,39599349440,39592933875,25369024495133268129,14862663642093446639,10506360853039821490,10506360853039821490,24607953760279270085,True
20479,10125222,10125322,10125422,39592933875,39484412869,9214217178221878720,3589395118444638606,5624822059777240114,5624822059777240114,8937790662875222358,True
20480,10125325,10125425,10125525,39484412869,39404079146,26375926477403652023,3976775855415951632,22399150621987700391,22399150621987700391,25584648683081542462,True
20481,10125427,10125527,10125627,39404079146,39390593481,17202187781789687391,3824835631767680937,13377352150022006454,13377352150022006454,16686122148335996769,True
20482,10125530,10125630,10125730,39390593481,39221144662,17730703599202241651,13461769459119657841,4268934140082583810,4268934140082583810,17198782491226174401,True
20483,10125633,10125733,10125833,39221144662,39090617414,22191618937970385100,3166019725146740395,19025599212823644705,19025599212823644705,21525870369831273547,True
20484,10125736,10125836,10125936,39090617414,39045000000,16643298860347972959,4292278563441904132,12351020296906068827,12351020296906068827,16143999894537533770,True
20485,10125840,10125940,10126040,39045000000,39170000000,17573523038707853994,7347045816437883111,10226477222269970883,7347045816437883111,17046317347546618374,True
20486,10125943,10126043,10126143,39170000000,39223000000,15145666136503765394,6314967301384040605,8830698835119724789,6314967301384040605,14691296152408652432,True
20487,10126046,10126146,10126246,39223000000,39358921291,14062696992421333443,6201253998862786458,7861442993558546985,6201253998862786458,13640816082648693439,True
20488,10126149,10126249,10126349,39358921291,39351585371,14547473198572048307,12165013645866959427,2382459552705088880,2382459552705088880,14111049002614886857,True
20489,10126252,10126352,10126452,39351585371,39647250049,19650647066988726347,5588659186548685883,14061987880440040464,5588659186548685883,19061127654979064556,True
20490,10126355,10126455,10126555,39647250049,39599371829,16630938508985771887,13459175845917413255,3171762663068358632,3171762663068358632,16132010353716198730,True
20491,10126458,10126558,10126658,39599371829,39777338547,56111525779495644593,53063066820964329707,3048458958531314886,53063066820964329707,54428180006110775255,True
20492,10126561,10126661,10126761,39777338547,39898000000,18019350736732144191,12976447169085477697,5042903567646666494,12976447169085477697,17478770214630179865,True
20493,10126664,10126764,10126864,39898000000,39991000000,17489737417991573034,14308704628654364770,3181032789337208264,14308704628654364770,16965045295451825842,True
20494,10126766,10126866,10126966,39991000000,39940066654,13439599592250533061,4317445867836941366,9122153724413591695,9122153724413591695,13036411604483017069,True
